Student ID,student_name,gender,grade,school_name,reading_score,math_score
29787,Jamie Crawford,F,12th,Rodriguez High School,80,67
30020,Benjamin Martinez,M,9th,Rodriguez High School,80,67
33488,Jesse Walker,M,12th,Johnson High School,80,67
34804,Candace Campbell,F,11th,Ford High School,80,67
35471,Michael Hall,M,10th,Ford High School,80,67
37311,Jacqueline Medina,F,12th,Ford High School,80,67
37509,Robert Martin,M,12th,Ford High School,80,67
730,Keith Hunter,M,9th,Huang High School,79,67
2158,Denise Vazquez,F,10th,Huang High School,79,67
2641,Jennifer Garcia,F,9th,Huang High School,79,67
4432,Philip Faulkner,M,10th,Figueroa High School,79,67
11548,Tanya Mason,F,10th,Hernandez High School,79,67
20412,Casey Mccarty,M,10th,Bailey High School,79,67
21066,Joanne Manning,F,10th,Bailey High School,79,67
22814,Dillon Meyers,M,11th,Bailey High School,79,67
28542,Christopher Davis,M,10th,Rodriguez High School,79,67
28703,Jonathan Rubio,M,9th,Rodriguez High School,79,67
29579,Logan Russell,M,11th,Rodriguez High School,79,67
30466,Roy Richard,M,9th,Johnson High School,79,67
30778,Dana Arroyo,F,10th,Johnson High School,79,67
31562,Denise Fowler,F,11th,Johnson High School,79,67
31603,Katrina Weaver,F,12th,Johnson High School,79,67
32876,Stephanie Long,F,11th,Johnson High School,79,67
32878,Ashley Krueger,F,9th,Johnson High School,79,67
34031,Kenneth Reeves,M,10th,Johnson High School,79,67
35893,Tonya Hanna,F,9th,Ford High School,79,67
36379,Brandi Schmidt,F,12th,Ford High School,79,67
36733,Emily Schmidt,F,12th,Ford High School,79,67
36893,Karen Armstrong,F,11th,Ford High School,79,67
4344,Randy Martinez,M,12th,Figueroa High School,78,67
4640,Charles Hickman,M,9th,Figueroa High School,78,67
4680,Sierra Montoya,F,9th,Figueroa High School,78,67
4780,Kenneth York,M,9th,Figueroa High School,78,67
9977,Alexandra Atkinson,F,10th,Hernandez High School,78,67
10288,Paul Hawkins,M,11th,Hernandez High School,78,67
10393,Larry Rodriguez,M,11th,Hernandez High School,78,67
10825,Casey Davis,F,12th,Hernandez High School,78,67
10891,Natalie Terry,F,10th,Hernandez High School,78,67
11695,Tiffany Jimenez,F,9th,Hernandez High School,78,67
19976,Dr. Timothy Johnson,M,12th,Bailey High School,78,67
21417,Rebecca Erickson,F,12th,Bailey High School,78,67
29647,Stephanie Davis,F,11th,Rodriguez High School,78,67
30316,Rebecca Mcmillan,F,9th,Johnson High School,78,67
32508,Jacqueline Carpenter,F,11th,Johnson High School,78,67
34023,Alexander Anderson,M,12th,Johnson High School,78,67
108,Ryan Lynch,M,12th,Huang High School,77,67
5738,Rebecca Taylor,F,10th,Figueroa High School,77,67
8659,Victoria Ramirez,F,10th,Hernandez High School,77,67
8891,Kelly Holt,F,9th,Hernandez High School,77,67
8925,Robert Larson,M,9th,Hernandez High School,77,67
9976,Darlene Robinson,F,10th,Hernandez High School,77,67
20677,Tara Kim,F,11th,Bailey High School,77,67
21875,Katherine Franco,F,10th,Bailey High School,77,67
22029,Jeffrey Miles,M,10th,Bailey High School,77,67
27251,Tonya Howard,F,10th,Rodriguez High School,77,67
34330,Lisa Perkins,F,12th,Johnson High School,77,67
35733,Earl Burch,M,10th,Ford High School,77,67
35806,Dale Elliott,M,9th,Ford High School,77,67
35910,Robert Palmer,M,9th,Ford High School,77,67
36250,Christine Rodriguez,F,10th,Ford High School,77,67
140,Melissa Miller,F,12th,Huang High School,76,67
1997,Cameron Ramos,M,11th,Huang High School,76,67
2956,Steven Hayden,M,9th,Figueroa High School,76,67
3329,Alexander Navarro,M,12th,Figueroa High School,76,67
4981,Lauren Cowan,F,10th,Figueroa High School,76,67
5121,Mr. Jason West,M,10th,Figueroa High School,76,67
7917,Timothy Day,M,9th,Hernandez High School,76,67
11149,Thomas Clarke,M,11th,Hernandez High School,76,67
11310,Lori Moore,F,9th,Hernandez High School,76,67
18443,Shelly Mitchell,F,12th,Bailey High School,76,67
18870,Nicole Lopez,F,9th,Bailey High School,76,67
19634,John Hernandez,M,12th,Bailey High School,76,67
21235,Allen Garrison,M,11th,Bailey High School,76,67
22576,Megan Potts,F,10th,Bailey High School,76,67
26679,Andrea Lane,F,10th,Rodriguez High School,76,67
27748,Ebony Richardson,F,11th,Rodriguez High School,76,67
29108,Mr. Matthew Reilly,M,11th,Rodriguez High School,76,67
30963,Rodney Meyer,M,11th,Johnson High School,76,67
1549,Matthew Weaver,M,10th,Huang High School,75,67
1855,Jason Mays,M,12th,Huang High School,75,67
3357,Miguel Arnold,M,10th,Figueroa High School,75,67
5500,Christina Whitney,F,11th,Figueroa High School,75,67
7940,Patricia Baldwin,F,12th,Hernandez High School,75,67
8093,Steven Moss,M,12th,Hernandez High School,75,67
18750,Jessica Bauer,F,9th,Bailey High School,75,67
19487,Tracey Ochoa,F,9th,Bailey High School,75,67
19828,Matthew Taylor,M,9th,Bailey High School,75,67
20324,Jackie Ortiz,F,10th,Bailey High School,75,67
21960,Robert Hendrix,M,9th,Bailey High School,75,67
22779,Katherine Horn,F,12th,Bailey High School,75,67
29046,Lori Hernandez,F,9th,Rodriguez High School,75,67
29081,James Rivers,M,12th,Rodriguez High School,75,67
30056,Cody Day,M,10th,Johnson High School,75,67
30351,Walter Mccoy,M,9th,Johnson High School,75,67
686,Paul Harris,M,10th,Huang High School,74,67
1240,Cameron Patterson,M,11th,Huang High School,74,67
1562,William Reyes,M,12th,Huang High School,74,67
1696,Nichole Simmons,F,12th,Huang High School,74,67
4425,Michael Gonzalez DDS,M,12th,Figueroa High School,74,67
8779,Anthony Reyes,M,10th,Hernandez High School,74,67
8813,Stacy Murray,F,11th,Hernandez High School,74,67
11973,Daniel Foster,M,10th,Hernandez High School,74,67
20176,Lisa Sanchez,F,9th,Bailey High School,74,67
20329,Daniel Evans,M,12th,Bailey High School,74,67
20617,Brian Mack,M,12th,Bailey High School,74,67
29731,Gina Moss,F,12th,Rodriguez High School,74,67
29941,Kristin Soto,F,10th,Rodriguez High School,74,67
31250,Mercedes Weber,F,11th,Johnson High School,74,67
32122,Chelsea Figueroa,F,10th,Johnson High School,74,67
32287,Stephanie Mathis,F,10th,Johnson High School,74,67
32388,Laura Brown,F,11th,Johnson High School,74,67
32503,Timothy Foley,M,9th,Johnson High School,74,67
36406,Jeremy Taylor,M,12th,Ford High School,74,67
36592,Michelle Green,F,9th,Ford High School,74,67
855,Michele Dickerson,F,9th,Huang High School,73,67
1161,David Banks,M,12th,Huang High School,73,67
5434,Raymond Reed,M,9th,Figueroa High School,73,67
5841,Elizabeth Serrano,F,11th,Figueroa High School,73,67
10587,Robert Castro,M,9th,Hernandez High School,73,67
21328,Emily Thompson,F,12th,Bailey High School,73,67
27917,Todd Mitchell,M,10th,Rodriguez High School,73,67
28439,Javier Garcia,M,9th,Rodriguez High School,73,67
28962,Taylor Ochoa,F,11th,Rodriguez High School,73,67
29632,Jonathon Ortega,M,10th,Rodriguez High School,73,67
29653,Nicholas Duncan,M,9th,Rodriguez High School,73,67
31748,Brian Thornton,M,9th,Johnson High School,73,67
32208,Jonathan Obrien,M,10th,Johnson High School,73,67
32495,Cassandra Martinez,F,10th,Johnson High School,73,67
32966,Adam Rodriguez,M,12th,Johnson High School,73,67
33200,Tracy Merritt,F,11th,Johnson High School,73,67
35208,Courtney Warner,F,11th,Ford High School,73,67
3729,Johnathan Horton,M,9th,Figueroa High School,72,67
4069,Anne Weber,F,9th,Figueroa High School,72,67
4468,Stephen Thomas,M,11th,Figueroa High School,72,67
5469,Laura Cobb,F,10th,Figueroa High School,72,67
7873,Jennifer Acevedo,F,9th,Hernandez High School,72,67
7970,Kenneth Jackson,M,9th,Hernandez High School,72,67
8070,Christian Perry,M,11th,Hernandez High School,72,67
8150,Karen Clark,F,12th,Hernandez High School,72,67
9727,Debra Martin,F,9th,Hernandez High School,72,67
10240,Maria Austin,F,10th,Hernandez High School,72,67
11512,Kelly Miller,F,11th,Hernandez High School,72,67
20864,Cassandra Haas,F,9th,Bailey High School,72,67
21915,Jeremy Garcia,M,11th,Bailey High School,72,67
22525,Eric Thompson,M,9th,Bailey High School,72,67
27289,Christopher Gonzalez,M,9th,Rodriguez High School,72,67
28242,David Mullen,M,11th,Rodriguez High School,72,67
29794,Wesley Gardner,M,10th,Rodriguez High School,72,67
31378,Jennifer Hall,F,10th,Johnson High School,72,67
33176,Douglas Alexander,M,9th,Johnson High School,72,67
34533,Sophia Banks,F,10th,Johnson High School,72,67
35099,Veronica Lopez,F,10th,Ford High School,72,67
35752,Damon Small,M,11th,Ford High School,72,67
1031,Ashley Rangel,F,10th,Huang High School,71,67
1433,Michelle Mills,F,12th,Huang High School,71,67
1624,Jill Whitehead,F,12th,Huang High School,71,67
4572,Erin Reed,F,12th,Figueroa High School,71,67
11688,Stephanie Scott,F,9th,Hernandez High School,71,67
11708,Christopher Cook,M,11th,Hernandez High School,71,67
18960,Gina Price,F,11th,Bailey High School,71,67
27718,Mrs. Kelsey Marshall,F,9th,Rodriguez High School,71,67
28267,Robert Garrett,M,12th,Rodriguez High School,71,67
30583,Destiny Vargas,F,9th,Johnson High School,71,67
32694,Michelle Michael,F,10th,Johnson High School,71,67
34278,Anthony Davis,M,9th,Johnson High School,71,67
914,Henry Andersen,M,12th,Huang High School,70,67
4660,Patricia Rodriguez,F,9th,Figueroa High School,70,67
10445,Michael Green,M,10th,Hernandez High School,70,67
11649,Danny Cannon,M,9th,Hernandez High School,70,67
27218,Timothy Black,M,11th,Rodriguez High School,70,67
32794,Norma Larson,F,9th,Johnson High School,70,67
34292,Kimberly Osborne,F,11th,Johnson High School,70,67
100,Jose Gonzalez,M,12th,Huang High School,69,67
1371,Laurie Collins,F,11th,Huang High School,69,67
1526,Samantha Wilson,F,9th,Huang High School,69,67
4699,Patricia Brandt,F,9th,Figueroa High School,69,67
4973,Jonathan Riley,M,11th,Figueroa High School,69,67
5309,Jessica Greene,F,9th,Figueroa High School,69,67
7767,Jerome Spencer,M,9th,Hernandez High School,69,67
8972,Jennifer Houston,F,9th,Hernandez High School,69,67
26542,Miguel Fisher,M,12th,Rodriguez High School,69,67
28230,Valerie Scott,F,9th,Rodriguez High School,69,67
28757,Jessica Reyes,F,10th,Rodriguez High School,69,67
29456,John Fitzgerald MD,M,11th,Rodriguez High School,69,67
29541,Terry Hatfield,M,10th,Rodriguez High School,69,67
29547,Benjamin Rose,M,9th,Rodriguez High School,69,67
33364,Brandon Mitchell,M,12th,Johnson High School,69,67
36415,Larry Kirk,M,9th,Ford High School,69,67
434,Jacqueline White,F,12th,Huang High School,68,67
2398,Michael Foley,M,12th,Huang High School,68,67
3799,Scott Rodriguez,M,10th,Figueroa High School,68,67
7687,Thomas Guerrero,M,11th,Hernandez High School,68,67
10083,Nicole Stanley,F,9th,Hernandez High School,68,67
10568,Cody Santiago,M,12th,Hernandez High School,68,67
10615,Dr. Shane Gilmore MD,M,9th,Hernandez High School,68,67
11902,Dylan Allen,M,9th,Hernandez High School,68,67
18490,Madison Kline,F,10th,Bailey High School,68,67
18931,Travis Webb,M,9th,Bailey High School,68,67
26100,Jacob Nelson,M,11th,Rodriguez High School,68,67
29109,Kathy Robinson,F,11th,Rodriguez High School,68,67
30212,David Smith,M,11th,Johnson High School,68,67
30296,Taylor Villarreal,M,10th,Johnson High School,68,67
32290,Andrew Davidson,M,9th,Johnson High School,68,67
36664,Tanner Bennett,M,10th,Ford High School,68,67
1336,Douglas Baker,M,11th,Huang High School,67,67
8145,Kari Bradford,F,11th,Hernandez High School,67,67
11206,Samantha Acosta,F,10th,Hernandez High School,67,67
20992,Alyssa Hayes,F,10th,Bailey High School,67,67
21384,Herbert Bell,M,12th,Bailey High School,67,67
28443,Rachel Christian,F,10th,Rodriguez High School,67,67
29320,Matthew Coleman,M,10th,Rodriguez High School,67,67
33772,Tammy Haley,F,10th,Johnson High School,67,67
33917,William Flores,M,12th,Johnson High School,67,67
34014,John Griffith,M,12th,Johnson High School,67,67
35146,Melissa Logan,F,9th,Ford High School,67,67
35481,Amanda Morrison,F,10th,Ford High School,67,67
35606,Todd Turner DDS,M,9th,Ford High School,67,67
36355,Heather Merritt,F,10th,Ford High School,67,67
158,Meagan Jensen,F,9th,Huang High School,66,67
5439,Linda Kelly,F,10th,Figueroa High School,66,67
8855,John Rogers,M,11th,Hernandez High School,66,67
9176,Bianca Arnold,F,11th,Hernandez High School,66,67
9311,Amber Dickerson,F,11th,Hernandez High School,66,67
11080,Jose Lopez,M,9th,Hernandez High School,66,67
18471,Anna Johnson,F,9th,Bailey High School,66,67
19120,Timothy Jimenez,M,11th,Bailey High School,66,67
20938,Larry White,M,10th,Bailey High School,66,67
28985,Lisa Walker,F,9th,Rodriguez High School,66,67
29940,Cristian Thompson,M,11th,Rodriguez High School,66,67
30141,Micheal Lynn,M,12th,Johnson High School,66,67
31613,Jennifer Silva,F,10th,Johnson High School,66,67
32391,Bradley Clark,M,12th,Johnson High School,66,67
35083,Lauren Moran,F,9th,Ford High School,66,67
1168,Nicole Vazquez,F,10th,Huang High School,65,67
3425,Adam Reed,M,9th,Figueroa High School,65,67
19006,John Snyder,M,9th,Bailey High School,65,67
19532,Thomas Villa,M,11th,Bailey High School,65,67
20214,Jerry Potter,M,11th,Bailey High School,65,67
20981,Cynthia Johnson,F,10th,Bailey High School,65,67
21003,Colton Kelley,M,9th,Bailey High School,65,67
21941,Luis Ellis,M,11th,Bailey High School,65,67
27294,Jessica Mccann,F,11th,Rodriguez High School,65,67
29955,Ashley Duncan,F,9th,Rodriguez High School,65,67
32256,Tony Barnes,M,12th,Johnson High School,65,67
32730,Brian Davis,M,10th,Johnson High School,65,67
34000,Michael Pierce,M,10th,Johnson High School,65,67
36236,Kim Martinez,F,10th,Ford High School,65,67
37393,Lauren Brown,F,10th,Ford High School,65,67
1889,Tammy Dean,F,9th,Huang High School,64,67
3835,Robert Salazar,M,12th,Figueroa High School,64,67
4086,Heather Nelson,F,12th,Figueroa High School,64,67
5231,Randy Morgan,M,9th,Figueroa High School,64,67
18803,Robert Dixon,M,10th,Bailey High School,64,67
27569,Michael Bates,M,11th,Rodriguez High School,64,67
27999,Sandy Juarez,F,10th,Rodriguez High School,64,67
29440,Whitney Allen,F,11th,Rodriguez High School,64,67
31973,Jeremy James,M,9th,Johnson High School,64,67
35388,Mary Case,F,10th,Ford High School,64,67
35459,Jason Mendez,M,9th,Ford High School,64,67
35896,Madison Summers,F,9th,Ford High School,64,67
36634,Brandon Garcia,M,10th,Ford High School,64,67
37285,Scott Jackson,M,11th,Ford High School,64,67
288,Donald Harmon,M,11th,Huang High School,63,67
7697,Mary Jones,F,11th,Hernandez High School,63,67
8879,Christine Vaughn,F,12th,Hernandez High School,63,67
20638,Phillip Adams,M,10th,Bailey High School,63,67
21388,Nicole Peterson,F,10th,Bailey High School,63,67
22457,Joseph Lopez,M,10th,Bailey High School,63,67
27768,Anthony Gates,M,12th,Rodriguez High School,63,67
28440,Melvin Zuniga,M,9th,Rodriguez High School,63,67
29439,Marilyn Green,F,11th,Rodriguez High School,63,67
30003,Jared Mcfarland,M,11th,Rodriguez High School,63,67
31733,Michael Mercer,M,10th,Johnson High School,63,67
32601,George Peterson,M,12th,Johnson High School,63,67
33040,Alicia Brown,F,10th,Johnson High School,63,67
36007,Tammy Curtis,F,10th,Ford High School,63,67
252,Lori Evans,F,10th,Huang High School,99,66
3072,Ariana Burns,F,10th,Figueroa High School,99,66
3093,Caitlyn Bryan,F,11th,Figueroa High School,99,66
3184,Diana Guzman,F,9th,Figueroa High School,99,66
4915,Jennifer Leon,F,11th,Figueroa High School,99,66
5862,Jessica Mccann,F,11th,Figueroa High School,99,66
7676,Jason Cantu,M,11th,Hernandez High School,99,66
8536,Ashley Fox,F,10th,Hernandez High School,99,66
10778,Jennifer Ball,F,11th,Hernandez High School,99,66
11813,Philip Chavez,M,11th,Hernandez High School,99,66
18090,Cameron Davis,M,12th,Bailey High School,99,66
26382,Christopher Avila,M,12th,Rodriguez High School,99,66
27261,Ryan Stevens,M,12th,Rodriguez High School,99,66
30560,Cynthia Frank,F,11th,Johnson High School,99,66
32110,Jose Smith,M,11th,Johnson High School,99,66
32819,Jordan Clark,M,12th,Johnson High School,99,66
34087,Denise Mueller,F,11th,Johnson High School,99,66
35670,Judith Stevenson,F,9th,Ford High School,99,66
332,Harold Gordon,M,11th,Huang High School,98,66
801,Stacey Porter,F,11th,Huang High School,98,66
5067,Chad Jones,M,10th,Figueroa High School,98,66
7644,Edward Carr,M,11th,Hernandez High School,98,66
10657,Regina Mueller,F,9th,Hernandez High School,98,66
11130,Brian Jones,M,12th,Hernandez High School,98,66
11258,Rebecca Hammond,F,9th,Hernandez High School,98,66
12203,Charles Cooley,M,10th,Hernandez High School,98,66
20289,Jackie Kirk,F,9th,Bailey High School,98,66
21709,Connie Skinner,F,10th,Bailey High School,98,66
21968,Travis Brandt,M,11th,Bailey High School,98,66
22292,Michelle Villanueva,F,11th,Bailey High School,98,66
26924,Angela Bright,F,9th,Rodriguez High School,98,66
27613,Manuel Chandler,M,11th,Rodriguez High School,98,66
28018,Susan Taylor,F,9th,Rodriguez High School,98,66
28341,Sarah Zamora,F,9th,Rodriguez High School,98,66
28434,Kelly Black,F,10th,Rodriguez High School,98,66
33192,Wanda Garrett,F,12th,Johnson High School,98,66
33396,Nicholas Frost DDS,M,9th,Johnson High School,98,66
35002,Krista Mays,F,10th,Ford High School,98,66
35923,Meghan Hernandez,F,12th,Ford High School,98,66
37008,Thomas Bailey,M,9th,Ford High School,98,66
37061,Victoria Warner,F,10th,Ford High School,98,66
37299,Janice Riley,F,10th,Ford High School,98,66
1262,Mikayla Harvey,F,9th,Huang High School,97,66
2074,Traci Chavez,F,9th,Huang High School,97,66
2284,Samantha Fitzpatrick,F,12th,Huang High School,97,66
5541,Brandy Suarez,F,9th,Figueroa High School,97,66
5779,Olivia Holmes,F,12th,Figueroa High School,97,66
9031,Jennifer Li,F,11th,Hernandez High School,97,66
11567,Brian Frazier,M,9th,Hernandez High School,97,66
18283,Katherine Case,F,11th,Bailey High School,97,66
19704,Michael Patel,M,9th,Bailey High School,97,66
20915,Rhonda Garcia,F,9th,Bailey High School,97,66
21000,Christopher Todd,M,12th,Bailey High School,97,66
27545,Christopher Stephens,M,11th,Rodriguez High School,97,66
27805,Laura Clay,F,10th,Rodriguez High School,97,66
28868,Tara Sandoval,F,9th,Rodriguez High School,97,66
31456,Heather Johnson,F,10th,Johnson High School,97,66
31937,Richard Aguirre,M,10th,Johnson High School,97,66
33434,Bonnie Mitchell,F,12th,Johnson High School,97,66
201,James Ferguson,M,9th,Huang High School,96,66
1333,William Hartman,M,9th,Huang High School,96,66
5055,Danny King,M,11th,Figueroa High School,96,66
19055,Lisa Richards,F,9th,Bailey High School,96,66
27174,Ms. Karen Villegas MD,F,12th,Rodriguez High School,96,66
30850,Michelle Sandoval,F,10th,Johnson High School,96,66
30989,Cassandra Clark,F,10th,Johnson High School,96,66
32757,David Reyes,M,9th,Johnson High School,96,66
37151,Mitchell Arnold,M,10th,Ford High School,96,66
37236,Melissa Waters,F,10th,Ford High School,96,66
1265,Joshua Huang,M,9th,Huang High School,95,66
1471,Jamie Alvarado,F,9th,Huang High School,95,66
2522,Timothy Perez,M,11th,Huang High School,95,66
4083,Michael Cox,M,11th,Figueroa High School,95,66
4843,Chad Moore,M,10th,Figueroa High School,95,66
10737,Matthew Richards,M,10th,Hernandez High School,95,66
12126,James Byrd,M,9th,Hernandez High School,95,66
18140,Michael Huff,M,12th,Bailey High School,95,66
19884,Thomas Thompson,M,12th,Bailey High School,95,66
20586,Amanda Alexander,F,10th,Bailey High School,95,66
27234,Jessica Mcintosh,F,11th,Rodriguez High School,95,66
28529,Jesse Andrews,M,10th,Rodriguez High School,95,66
30284,Frank Miller,M,11th,Johnson High School,95,66
31253,Larry Gonzales,M,10th,Johnson High School,95,66
33668,Mrs. Carolyn Cole,F,12th,Johnson High School,95,66
33817,Amanda Hernandez,F,12th,Johnson High School,95,66
37045,Bianca Smith,F,11th,Ford High School,95,66
402,Christopher Walker,M,12th,Huang High School,94,66
925,Michael Robinson,M,9th,Huang High School,94,66
1475,Ronald Zhang,M,11th,Huang High School,94,66
1593,Stacey Walker,F,12th,Huang High School,94,66
7735,Christine Williams,F,12th,Hernandez High School,94,66
10165,Mrs. Andrea Wilson,F,11th,Hernandez High School,94,66
10212,Michael Smith,M,11th,Hernandez High School,94,66
10761,Daniel Cook,M,9th,Hernandez High School,94,66
10827,Benjamin Lewis,M,12th,Hernandez High School,94,66
11654,Audrey Saunders,F,11th,Hernandez High School,94,66
18891,Katherine Johnson,F,12th,Bailey High School,94,66
20219,Mathew Wiley,M,12th,Bailey High School,94,66
26843,Mary Stephens,F,10th,Rodriguez High School,94,66
28937,April Barry,F,10th,Rodriguez High School,94,66
29143,Christina Anderson,F,11th,Rodriguez High School,94,66
32272,Sarah Phillips,F,10th,Johnson High School,94,66
34245,Jessica Contreras,F,11th,Johnson High School,94,66
34352,Melvin Jackson,M,12th,Johnson High School,94,66
34426,Jason Fox,M,10th,Johnson High School,94,66
35010,James Hansen,M,10th,Ford High School,94,66
37106,Carlos Harris,M,9th,Ford High School,94,66
126,Jennifer Lee,F,12th,Huang High School,93,66
331,Jorge Lynn,M,11th,Huang High School,93,66
514,Ashley Roberts,F,10th,Huang High School,93,66
795,Alejandra Todd,F,11th,Huang High School,93,66
1507,Philip Nguyen,M,12th,Huang High School,93,66
2872,Todd Butler,M,9th,Huang High School,93,66
5635,Rodney Lopez,M,9th,Figueroa High School,93,66
8519,Jeremy Wu,M,12th,Hernandez High School,93,66
8617,Lisa Stevens,F,10th,Hernandez High School,93,66
8827,Joshua Jordan,M,10th,Hernandez High School,93,66
11883,Andrew Wu,M,12th,Hernandez High School,93,66
18146,Jacqueline Rivera,F,11th,Bailey High School,93,66
18791,Maria Brock,F,9th,Bailey High School,93,66
20465,Stacey Rodriguez,F,11th,Bailey High School,93,66
22221,Nichole Caldwell,F,10th,Bailey High School,93,66
29237,Chase Morrison,M,10th,Rodriguez High School,93,66
30639,Brenda Hernandez,F,11th,Johnson High School,93,66
31352,Megan Gordon,F,10th,Johnson High School,93,66
31917,Michael Keller,M,9th,Johnson High School,93,66
32296,Justin Harris,M,12th,Johnson High School,93,66
32397,Michael Moran,M,10th,Johnson High School,93,66
32781,Natalie Hill,F,11th,Johnson High School,93,66
33384,Charles Gonzales,M,9th,Johnson High School,93,66
35109,Jessica Gallagher,F,11th,Ford High School,93,66
35323,Christopher Reed,M,10th,Ford High School,93,66
314,Lindsay Frank,F,9th,Huang High School,92,66
490,Kim Meyer,F,9th,Huang High School,92,66
2306,Raymond Dawson,M,9th,Huang High School,92,66
3632,Lori Baker,F,12th,Figueroa High School,92,66
3918,Amy Kelley,F,12th,Figueroa High School,92,66
9275,Sarah Nicholson,F,9th,Hernandez High School,92,66
18311,Monique Yang,F,12th,Bailey High School,92,66
20498,Melissa Anderson,F,12th,Bailey High School,92,66
21056,Nicholas Young,M,10th,Bailey High School,92,66
26378,Anna Anderson,F,9th,Rodriguez High School,92,66
27612,Richard Perez,M,12th,Rodriguez High School,92,66
30333,Adam Hoffman,M,9th,Johnson High School,92,66
30825,Emily Rose,F,10th,Johnson High School,92,66
35112,Ellen Chambers,F,9th,Ford High School,92,66
4556,Julie Robbins,F,10th,Figueroa High School,91,66
8795,Patricia Potter,F,9th,Hernandez High School,91,66
9120,Morgan Simpson,F,10th,Hernandez High School,91,66
10743,Dawn Morgan,F,9th,Hernandez High School,91,66
11792,Tiffany Montes,F,11th,Hernandez High School,91,66
11960,Alan Barnes,M,9th,Hernandez High School,91,66
18210,Carl Fox,M,11th,Bailey High School,91,66
19298,Allison Thompson,F,10th,Bailey High School,91,66
20576,Joseph Morris,M,11th,Bailey High School,91,66
27004,Kristen Dennis DVM,F,10th,Rodriguez High School,91,66
27462,Amy Wang,F,10th,Rodriguez High School,91,66
30523,Dr. Steven Smith,M,10th,Johnson High School,91,66
31721,Rebecca Thomas,F,9th,Johnson High School,91,66
32089,Chase Miller,M,11th,Johnson High School,91,66
32146,Kiara Goodman,F,10th,Johnson High School,91,66
37532,Dawn Sawyer,F,12th,Ford High School,91,66
4014,Taylor Carpenter,F,9th,Figueroa High School,90,66
4147,Scott Chavez,M,11th,Figueroa High School,90,66
11549,Dustin Mueller,M,10th,Hernandez High School,90,66
12089,Jennifer Stone,F,10th,Hernandez High School,90,66
18519,Sydney Villarreal,F,10th,Bailey High School,90,66
18779,Sierra Johnson,F,9th,Bailey High School,90,66
18998,Elizabeth Meyer,F,9th,Bailey High School,90,66
19570,Steven Sheppard,M,11th,Bailey High School,90,66
20071,Craig Schultz,M,11th,Bailey High School,90,66
20330,Amanda Schaefer,F,9th,Bailey High School,90,66
28318,Shelly Grant,F,10th,Rodriguez High School,90,66
29481,Patrick Jackson,M,9th,Rodriguez High School,90,66
32414,Carlos Jones,M,9th,Johnson High School,90,66
33484,Matthew Gutierrez,M,12th,Johnson High School,90,66
37064,Amber Larson,F,12th,Ford High School,90,66
1465,Linda Lewis,F,10th,Huang High School,89,66
5816,Aaron Brandt,M,10th,Figueroa High School,89,66
7718,Sara Torres,F,11th,Hernandez High School,89,66
8120,Patrick Wilson,M,10th,Hernandez High School,89,66
11045,David Brown,M,11th,Hernandez High School,89,66
11205,Dennis Benjamin,M,11th,Hernandez High School,89,66
18354,Hannah Cooper,F,12th,Bailey High School,89,66
19444,Jenna Garcia,F,12th,Bailey High School,89,66
26779,Austin Schwartz,M,12th,Rodriguez High School,89,66
27990,Jimmy Hess,M,11th,Rodriguez High School,89,66
28607,Samantha Wheeler,F,11th,Rodriguez High School,89,66
29470,David Lane,M,9th,Rodriguez High School,89,66
30389,Monica Butler,F,9th,Johnson High School,89,66
30683,Jamie Williams,M,11th,Johnson High School,89,66
33404,Lisa Morris,F,9th,Johnson High School,89,66
33597,Cynthia Jacobs,F,11th,Johnson High School,89,66
35313,Thomas Diaz MD,M,9th,Ford High School,89,66
652,Michael Smith,M,10th,Huang High School,88,66
1695,Mr. Eric Ibarra,M,9th,Huang High School,88,66
3557,Michele Gray,F,11th,Figueroa High School,88,66
4080,Mr. Kevin Wilson,M,10th,Figueroa High School,88,66
5238,Thomas Phillips,M,9th,Figueroa High School,88,66
5755,Kathryn Roberts,F,12th,Figueroa High School,88,66
9799,Yesenia Owens,F,9th,Hernandez High School,88,66
18180,Michael Anderson,M,9th,Bailey High School,88,66
19609,Kristy Pope,F,9th,Bailey High School,88,66
22335,Melinda Barajas,F,11th,Bailey High School,88,66
35298,Thomas Cole,M,12th,Ford High School,88,66
35902,Nancy Watson,F,10th,Ford High School,88,66
36333,Nicole Jones,F,12th,Ford High School,88,66
892,Mr. Raymond Stone,M,11th,Huang High School,87,66
1649,Raymond Alexander,M,10th,Huang High School,87,66
1820,Rachel White,F,11th,Huang High School,87,66
4948,Todd Padilla,M,12th,Figueroa High School,87,66
7694,Charles Le,M,11th,Hernandez High School,87,66
7829,Kara Hicks,F,9th,Hernandez High School,87,66
10048,Anthony Patrick,M,11th,Hernandez High School,87,66
18298,Brittany Mcmillan,F,11th,Bailey High School,87,66
20074,Alexander Wright,M,10th,Bailey High School,87,66
20816,Kristina Craig,F,10th,Bailey High School,87,66
22491,Michael Anderson,M,10th,Bailey High School,87,66
28647,Brianna Floyd,F,10th,Rodriguez High School,87,66
28758,Gloria Spence,F,10th,Rodriguez High School,87,66
28827,Sherry Lyons,F,11th,Rodriguez High School,87,66
35810,Renee Delacruz,F,11th,Ford High School,87,66
2496,Allen Chen,M,10th,Huang High School,86,66
2868,Daniel Sherman,M,10th,Huang High School,86,66
4521,Elizabeth Chavez,F,11th,Figueroa High School,86,66
